codigoEquipo,nombreEquipo
180507,ESPONGIS
180508,ICEEX FC
180509,LOMA FC
180505,DUX JUANAN
180504,CHAVALITROS F.C.
180503,ATL�TICO BIRGUEIRO
180514,VENTAS FC
180513,TUKUMANES CJB
180506,EL TERCER TIEMPO
180512,TINDER DE MILAN
177932,NUGGETS IN PARIS
177877,ALUBIAS
177713,CHILLADELPHIA 76ERS
178432,ALTAPONE RETUVO
177901,EXTREMIS-CHAMBER�
178435,COQUETONGAS JM
178129,CHAMBER QUEENS
178155,BRICK AND ROLL
178751,FEM
179055,PATROTES
178762,YERMO
178550,SPACE JAM GIRLS
177830,SINGER BASKET TUCUTUCU
178008,MADRIDN�T
178628,HAY QUE HACER DEPORTE 
178086,JAGER
178198,SATANASES
177976,OCEAN BASKETBALL
178644,EL GRAN CHICHI
178167,CUCOS TEAM
178661,MACACOS 3
178317,ARRINGO
180001,OKARA 1906
177887,NOCABE CGC
179816,F�CHICOS
179974,CACIQUES
179869,CB LAS MOSCAS
180080,DRINK TEAM
179789,ALARIA BASKET
178637,LA CANYA DE ESPANYA
179814,LA PANATA
179719,POLLOS CALIENTES 
179310,INDUSTRIALES
179982,A2F SPIZ
179719,POLLOS CALIENTES
183341,COLEGIO TRES OLIVOS  B
182167,ALDEAFUENTE
182148,RAMONAS
180718,CLUB VOLEIBOL ALCOBENDAS
180727,ABV BOADILLA AZUL
183377,TEAM RUNNYMEDE AZUL
180673,KCS LA MORALEJA SPORTS�CLUB
180951,CHV1995 VERDE
180697,CD LORETO MADRID A
181229,ARTURO SORIA
181085,CHA B
181294,MACCABI ESPA�A 1
182315,NUESTRA SE�ORA DEL PILAR E
180821,VOLEY VALDEBEBAS
182106,COLEGIO TRES OLIVOS
181001,CHV1995 BLANCO
183491,PLAZA CASTILLA BLANCO
180708,CHV1995 BLANCO
180963,SPINOLA CHAMARTIN
181111,ISM
181459,VOLEY VALDEBEBAS A
181794,ARTURO SORIA BLANCO
181487,CLUB VOLEIBOL ALCOBENDAS
186261,PLAZA CASTILLA MORADO
180900,CHV1995 BLANCO
183370,CLUB IRLANDESAS
183343,COLEGIO TRES OLIVOS A
180755,CHV1995 AMARILLO
183379,TEAM RUNNYMEDE
180883,SAN AGUST�N BLANCO
181923,ARTURO SORIA VERDE
180815,COIN
180822,ESCUELA DEPORTIVA NERVI�N A
181223,CHV1995 AMARILLO
181234,SPINOLA CHAMARTIN 2
180692,CHV INFANTIL NEGRO
181217,VOLEY VALDEBEBAS B
182133,ASOCIACI�N ALACR�N 1997
183113,ST. GEORGE MADRID
182984,KIKITOS 
182804,RUNNYMEDE
182648,SACOCHAMARTIN 
183809,KING'S COLLEGE B
183683,CEU SAN PABLO SANCHINARRO A
183686,CEU SAN PABLO SANCHINARRO A
183684,CEU SAN PABLO SANCHINARRO B
180843,COLEGIO FUENTELARREYNA B
183685,CEU SAN PABLO SANCHINARRO C
183532,SAN AGUSTIN BLANCO
183353,COLEGIO ESTUDIANTES LAS TABLAS C
183688,CEU SAN PABLO SANCHINARRO C
183687,CEU SAN PABLO SANCHINARRO B
178126,CUERVOS DE SAN NICASIO
179999,Antalyaspor
179633,BDE VOLEY
178133,VP MADRID BLANCO
178379,CLUB VOLEIBOL VALDEMORO GAMMA
178233,CLUB VOLEIBOL SAN AGUST�N DEL GUADALIX
177585,VP MADRID AMARILLO
178113,METAVOLTIOS
179554,KALIWEBOS
177871,CLUB VOLEIBOL VALDEMORO OMEGA
179138,CDE AMET
179940,GMS SIGMA
179939,GMS LSE
180224,MANZANARES VOLEY
178050,FUENTELARREYNA
179857,CDE GETAFE AZUL
181212,COLEGIO NAZARET
182200,IES LAS MUSAS CADETE
180888,HISPANIDAD
181798,IES FRANCISCO DE QUEVEDO
181025,OBISPO PERELL�
181404,CIUDAD PEGASO
181433,GSD VALDEBEBAS ALEVIN A
180668,CDE EDUCACION Y DEPORTE JESUS Y MARIA
183723,CD NEWMAN F
179357,SAN ROCA FS
183009,COME Y BEBE FC
180896,ESCUELA DEPORTIVA ADAE SIMANCAS
181104,CHV1995 SAN BLAS
181120,IES CARLOS III
181750,CD NEWMAN C
181676,A.D. SAN PASCUAL MONTPELLIER
182222,INFANTIL I IES LAS MUSAS
180834,CLUB IRLANDESAS
180921,COLEGIO NAZARET
181095,INFANTIL II IES LAS MUSAS
180924,CD NEWMAN B
184011,AGUSTINOS MADRID
180696,BISONTES DUX
180704,PICASSO
180682,E F TEJAR
180850,ESCUELA DE HORTALEZA
180701,ASOCIACI�N ALACR�N 1997
182181,RACING ARGUELLES JUVENIL MASCULINO
182916,SALCES 
180865,AMIDECU
182916,SALCES
183097,VIRGEN DEL CERRO PREBENJAM�N B
182468,HCB CIUDAD DE VALENCIA
182502,PLACIDO DOMINGO
183096,VIRGEN DEL CERRO PREBENJAM�N A
182516,HCB LOYOLA A
181144,ESTRELLA C.F.
183383,SANRA A
183213,FC REAL BATERIAS
180907,SALESIANOS ESTRECHO
181488,AULA C.F. - BREZO OSUNA
181477,CD LAS ROSAS C
181246,CD LAS ROSAS B
180726,CD LAS ROSAS A
181381,CD LAS ROSAS C
181128,COLEGIO BRISTOL
182052,COLEGIO BRISTOL 1
182324,ALAMEDA BALONCESTO
182248,MARGARET THATCHER ALAMEDA
181295,A.D. SAN PASCUAL MONTPELLIER AZUL
181395,A.D. SAN PASCUAL MONTPELLIER ROJO
182312,COIN
182188,ARTURO SORIA
181742,COLEGIO �RULA
181236,BALONCESTO PARACUELLOS AZUL
181536,BALONCESTO PARACUELLOS BLANCO
178730,ESTRELLA FC
178092,TRINCHERA AC
177784,DEGENERACI�N DEL 98 F.C.
178631,PAPIS FC
177533,BURGER QUEENS FC
177865,NUTRIAS NALGONAS FC
177558,ANZHIANOS
178252,MILAN GOSTINO
178204,EQUIPORRO
178704,PEDRISMO FC
178394,VILLAMAN�N C.F.
177990,U.D.J.J.
178712,CD INTER HISPANO
178714,GOONERS FC
178900,LIR�N F.C.
178071,SCHALKE STORBAS FC
178060,RICARDILESFC 
177538,FC WORKBOOK
178174,Wolverhampton Wanderers F.C.
178145,LOS FIERAS
178568,FUTBOL PERU MADRID
179710,FULHAMBEER
179612,NAKAMAS F7
179172,ULTIMATE ANCHONIDAS
178885,INAFUMA Y BEBEN F.C
179160,CUBOS A
179737,BIENA FC
179327,SPORTING CASTILLA
179178,GOTISH FC
179370,GAMBITEROS
179321,SIRUELA FC
179019,HDC F.C
179703,BAR KANIS CF
181898,ARGANZUELA CENTRO
181646,AMIDECU JUV FEM
181107,CBC BASKET
181579,LA DEHESA
181674,ASM LANCERS
180979,BJC
180298,LA TRESE FC
180405,CARNICEROS FC
180346,BAR YOLA FC
180339,PALANKITAS C.F.
180250,ESTELARES
180361,CASA DEL SUD�N
180337,POWERINIS C.F.
180411,PENES BAUTISTAS 
181962,GSD MORATALAZ
183168,NUESTRA SE�ORA DEL PILAR C
181196,C.H.A. C
183139,GSD MORATALAZ B
182437,NSTR. SE�ORA DEL PILAR B
180962,C.B. PATROCINIO SAN JOS� VERDE
180689,CD EL VALLE FEM
180588,CRC B
181940,CD NORTE B
180782,KCS LA MORALEJA SPORTS
182062,COLEGIO JOYFE
180566,CRC FEM C
180567,CRC FEM D
180569,CRC B
180750,SP�NOLA CHAMART�N
180609,CRC A
180756,GARCILASO DE LA VEGA DO
183646,PABLO PICASSO
180906,CABRINI VERDE
180734,CORTES DE C�DIZ 1�
181177,CD EL VALLE A
181154,C.B. PATROCINIO SAN JOS� NEGRO
180913,BASKET VALDEBEBAS
180564,CRC FEM A
181282,LA TORRE DE HORTALEZA BLANCO
181151,ALDEAFUENTE B
180600,DINAMICA GAUDI
181186,LA TORRE DE HORTALEZA BLANCO
182269,S. SACRAMENTO
183676,"C.D. LAS TABLAS ""B"""
183694,ICS
183778,ESCLAVAS CHAMBER�
181232,"C.D. LAS TABLAS ""A"""
181039,EDUCA&PLAY A
181599,CV PLAZA CASTILLA ROSA
181522,EDUCA&PLAY C
181870,"C.D. LAS TABLAS ""C"""
180819,CDE VALDESANFER
180877,SAD COLEGIO VALDELUZ B
181613,"C.D. LAS TABLAS ""B"""
181473,FUENLLANA
181305,EDUCA&PLAY B
183678,"C.D.LAS TABLAS ""D"""
183679,"C.D.LAS TABLAS ""E"""
180729,CV VALDETORRES
180804,CLUB DEPORTIVO VILLAAMIL
180790,BFO-CHV1995
180643,IES SAN ISIDORO DE SEVILLA
181445,COLEGIO �RULA
181155,CLUB DEPORTIVO VILLAAMIL
181622,TURQUESA PLAZA CASTILLA
182192,GUADALAJARA ALAR� B
182138,GUADALAJARA ALAR� A
181964,GOYA TEAM HISPANIDAD A
183375,FEC JES�S ALAR�
180768,CIUDAD PEGASO 
183372,CALDER�N ALAR� A
181867,ZARAGOZA ALAR� B
181612,ZARAGOZA ALAR� A
181984,ZARAGOZA ALAR� C
183374,MARGARET ALAR� A
182058,ZARAGOZA ALAR� D
183407,SAN PEDRO
182806,ZARAGOZA ALAR� B
183148,SAN PEDRO C
178842,CAMOENS
180189,GRINGOS UNITED
177832,GMADRID MERCURY
178735,Y DESPUES LAS CA�AS
179231,BALONCESTO SMV
178171,CERVANTES-CORONADAS
180198,FUSTRADAS
178645,FRIKCD
177607,COCRETAS
177715,LOS DETONADORES DEL CANASTO
177563,MELONAS
177793,MOSQUITAS MUERTAS
177815,TRAP
177645,LAS CHELAS
177969,TROULA
177698,QUINTO TIEMPO
177615,FRUTTI-COSTA
178257,PRADOLONGO
179774,OLD STARS
179366,MAHOUN�FICAS
178040,OSOS AMOROSOS
177855,LOS PLAVI
178057,TUMAMI HEAT
177778,BROMAS TETON
177795,AKA MERCIA
178048,PUERTO DE VALLEKAS
178056,PANATHIMANKOS
178102,PURO TEATRO
177965,CERVECEROS AN�NIMOS
178093,LOS DRAMONES
177663,EMIGRANTES
177954,ABUELAKERS
177927,RAPTORS DE LA CALLE
178202,CHOPITOS
178524,NABSTARS
178195,ATOCHA TBB
177912,C.B.CHITA
177619,DUBITIS
177571,BUENAS TARDES
177622,LAGERTHAS
181681,COLEGIO BRISTOL
180647,CD NORTE
180954,CD EL VALLE C
180965,VALVERDE B
178021,STANFORD MOUSE
178561,PANTHERS
179794,DESAYUNITOS F.C.
179631,BENCHELUCH 76ERS
180205,CORNETTOS FS
180254,BOCA 13
179165,CATACROKERS FC
179108,ALL BLACKS
178281,APOSTAS�A BAR - TOSKONETA
179571,CATENACCIO FC
178696,ANDONIS F.C.
179954,ARSIENAL FC
179336,LOS HOMBRES DE OSCAR PUENTE FS
179264,ATOCHA LGNS
178500,TORREJON DE HORTALEZA
179821,RAYO BIRRAAMIL
178163,INTEL&GENTES F.C
177781,EL DOBLE F.S.
179679,EL CERRO
179785,UIBA FC
177953,CHAPELA
177882,ESCUELA DE F�TBOL NERVI�N A
179928,VALDELAS F.C.
180162,PUB SAN JUAN
180374,DYNAMO DE CHAMART�N
180343,PAUL B.T.
178114,PINTOR ROSALES
179286,PARALIMPIC F.S.
178467,LOS SURREALISTAS
179993,SP�NOLA CHAMART�N
178538,NOTTINGHAM PRISA F.C.
178299,C.R.GUADALUPE
179282,EUSKOLEGAS
179034,MAKAVI TE LA VI GRAN AZUL
179266,HERTHA DE BERTIN
179788,CHAMBER�-CHAMART�N F.S.
182809,PRADO A
183444,ED MANILA ESTRELLAS
182819,PRADO B
182847,PRADO E
183542,ENJOY FOOTBALL
182840,PRADO D
182827,PRADO C
182860,PRADO F
181135,RICHMOND PARK SCHOOL 
183637,CEIP BLAS DE LEZO
181770,RAMIRO DE MAEZTU B
181871,F.S. LINCES
181534,KCS LA MORALEJA SPORTS CLUB
181199,CEU SAN PABLO SANCHINARRO C
181836,EF CHA 
183499,CEIP NURIA ESPERT
182369,PINTOR ROSALES
180950,LA MERCED
181965,F. S. LOBOS
180616,ISM DINAMICA A
178333,BLOQUEO MENTAL
182271,CD MARIO REYES LA PRESENTACI�N
183843,CEIP LA RIOJA
181911,CFS EUROSIRIS
183617,CRONO CARMEN LAFORET
183992,EL FANAL
183750,SAN JOSE ANA MOGAS
183262,JUVENTUD VALLEKAS
183618,CRONO WINSTON CHURCHILL
183628,RIVAS ATLANTIS FS
182007,ASM LANCERS
182008,FUNDACI�N BALIA
182766,CD LOURDES VERDE BC CAD MAS
182832,CD LOURDES VERDE MBC ALE MIX
181447,New England Revolution
180152,CLUB VOLEIBOL ARANJUEZ
178438,CV LEGAN�S B
179152,CDE VALDERAS.DOC
177977,CDE VOLEIBOL VALDETORRES
178611,STARS SPORT C
177892,TERAVOLTIOS
180057,CLUB VOLEIBOL FUENTE EL SAZ
178436,CLUB VOLEIBOL VALDEMORO OMEGA
178496,CLUB VOLEIBOL VALDEMORO JUNIOR
179398,SALESIANOS SAN MIGUEL PASEO
179908,MADRID SUR LATINA
179334,IRLANDESAS MADRID
183127,CD OROQUIETA ESPINILLO
183124,IES GRAN CAPIT�N
181910,FUNDACI�N BALIA
181590,ALBEDRO
181297,REVOLUTION NEGRO
181758,CBC BASKET
180530,INTER DE BOLONIA FC
180521,LA JAULA F.C
180532,LA CURVA FC
180536,Albacete Balompi�
180537,ROOM F.C.
180527,CAFETER�A T�RMINOS
180533,LA QUINTA DEL 49
180538,SPORTING DE BRUGA
180528,COSITIS C.F.
180529,FAVELLA MARIS
180534,MJ EMRES
180535,OS MOZOS DO RUFO C.F
180479,ATL�TICO AVENIDA C.F
180480,DINOS FC
180484,OS MOLINOS ARREBATO BAR PLECOMETAL
180481,INTER MITENTE
180486,SPORTING DE PIP�N
180490,VOKA JUNIORS
180485,PANATHIMANKOS F.C.
180487,TIKI-TAKA FC
180482,LGZ 045
180488,U.D.R. BODYCARE
180483,NO FLORI NO GLORY
180489,UNDERWATERS
182198,ESCUELA BARRIO DEL PILAR
182246,EFBM FERNANDO MART�N A
182942,CLUB DEPORTIVO ELEMENTAL LAS TABLAS
181531,FUENTELARREYNA
182151,BLANCA DE CASTILLA CADETE MASCULINO
182493,TUCUTUCU SINGER BASKET
182995,MARISTAS CHAMBER� AMARILLO
179883,CUNEF
179241,GRUPETO
179659,LOS �NGELES DEL CHARLIE 
179276,SINGER BASKET TUCUTUCU BLANCO
178808,THE BOYS
179875,BOOYAH BASKET
180046,LOS KIKIS
178258,VILLANOS DE KASTILLA
178380,CALENTITO PA CASA
179081,CINCO LATINOS
179707,MUGRES DE GREDOS
178904,PLACITAS CB
182517,C.B. PIZARRO CAMPUS �VILA
184051,IES FORTUNY
181904,ARAVACA BASKET BLANCO
182568,MARISTAS CHAMBER� VERDE
181675,DEHESA DE LA VILLA
182116,EFBM FERNANDO MART�N B
182480,F. BALIA
182070,CD LORETO
182650,E. D. MANILA ESTRELLAS
182670,CLUB AGUIRRE
181860,ESCUELAS AGUIRRE A
182250,CD LORETO
182355,CD LORETO A
182452,CD LORETO B
178192,BIRRAREAL FC
178542,CEBOLLITA CLUB
178612,DESFASE A.D
179313,REAL MAHOUDRID
178921,URBANETA F.C.
179091,RECRE FC
178372,LINEA 3 FC
178789,TOCHOS POLVO
179126,SHOGUN FC
179024,KELE FC
178455,LEMUR ZITY
178791,NOTTINGHAM PRISA FOOTBALL CLUB
178490,VILLAVERDE F.C
179438,ABEJAJAJAS FC
177844,DYNAMO DE UCRANIA
179380,DESPOJOS S.A.D
179401,C.D.E PARQUE PRADOLONGO
178516,ATL�TICO VILLARROMA
178526,ALUMAR C.F
178206,MENU DEL DIA F.C
177638,FC LUDOLEONES
178880,BUTARQUE
178819,LA CIUDAD FC
183604,GAUDEM
182794,ZARAGOZA ALAR� A
181054,CIUDAD PEGASO B
182779,FEC JES�S ALAR� A
177788,SOLOS CONTRA TODOS
178388,LA ELIPA F.S.
179031,LOS PERICOS
178707,ADIFRUTARLO F.C.
178077,ALAR� 2003
178268,ALAR� FUTURE
179879,BRASIL
178278,ULISES F.S.
178135,HORTALAZ
178801,FUTSAL COFRADES.
178682,INTER VILLAROSA F.S.
178463,INTERCHUZOS FS
177905,OHY
178681,SIETECUATROSIETE FC
179251,LA TARTANA
177509,HISPANO PROSPERIDAD A
177511,COLEGIO NERVI�N A
180314,GAYOLAS
178825,INTERSALA SAN BLAS
179056,THE OZONERS
178338,ALAR� C
178884,APENDI CITY
179206,APERITIVO-ATLANTA
178409,BILIRRUBINA
178969,COPA CABANA NT
178769,FUTSAL COFRADES 2.0
177654,FS HORTALEZA
177972,FANTASMUCOS FC
177651,ESPARTANS 92 FSC
177963,C.F BAL�MPIE
180317,PINTOR ROSALES
180313,BASI
180312,APOSTAS�A BAR - TOSKONETA
179529,GAYOLAS
180028,BASI
179989,MV CHAMARTIN
180544,ALCANTARAS
180399,AS LLC
180547,LOS TIGRES DE PROSPE F.C.
180401,KASTA FC
180011,MADRILEKO KOMANDOA
180357,SPORTING CHANCLETA
180378,FULHAM ZAPS
180226,Q-107
180393,VIVA EL VINO BALOMPIE
180027,MOJO PICON FS
180202,LOS CEBOLLITAS
180295,PIORENTINA
182544,SACOCHAMARTIN A
181346,E F TEJAR
181456,SCF LL
181005,SCF L
182531,RUNNYMEDE B
182563,SACOCHAMARTIN B
182449,GSD VALDEBEBAS ALEV�N A
181496,RUNNYMEDE A
181945,SCF LL
181716,SCF L
182147,CLUB DEPORTIVO LAS TABLAS
183080,CEIP BLAS DE LEZO
181364,SAD COLEGIO VALDELUZ A
181221,CLUB FUENTELARREYNA
181651,SAD COLEGIO VALDELUZ B
182421,RUNNYMEDE 
181709,E F TEJAR
183629,CEIP BLAS DE LEZO
182507,"HIGHLANDS EL ENCINAR ""A"""
178593,EXTREMAYDURA FC
177945,FLUIDORES FC
178029,ACTIMEL NINO FERREIRA
178420,WESTERLY UNITED
178103,U. D. MU�ECAZOS
178016,LA FAMILIA
178499,DESTILADOS FC
177666,POCOS Y ACABADOS
178331,CD ERIZADA
178651,SEHESA ALL-STARS
178440,LA CHULIONETA
178149,SHERITON FC
177917,GAPOLES
177758,GMADRID MARSHA
181528,CABRINI BLANCO
180863,DISTRITO OL�MPICO
181672,CABRINI FEM
180958,MARGARET THATCHER ALAMEDA
180925,SAN JOSE DEL PARQUE
181146,A.D. SAN PASCUAL MONTPELLIER
181507,ALAMEDA BALONCESTO
182498,C.D. DOSA
180937,IES SAN JUAN BAUTISTA
182811,MOVISTAR ESTUDIANTES STA M� HISPANIDAD
180939,GREENWICH INFANTIL MASC.
179353,CARIBE 809 BASKET
178094,COMUNIDAD DEL BANQUILLO
179163,AMIGOS CALABAZA
178852,Antalyaspor
177694,GAYCHESTER UNITED BC
179278,71 OS
178250,CANILLEJAS VIPERS
178414,CABRINI VETERANOS
179403,BLUE DEVILS
182154,RAMIRO DE MAEZTU B
182097,RAMIRO DE MAEZTU
178243,FIT FAT FUT
180539,RON CON BOLA AC
182360,ARCANGEL A
181893,GSD LAS SUERTES
182721,MOVISTAR ESTUDIANTES FEM
181486,YERMO 5
181772,MARISTAS CHAMBERI VERDE
181699,DEHESA DE LA VILLA
181954,EFBM FERNANDO MART�N B
183521,ESCLAVAS CHAMBER�
181839,OLIMPICO 64
181273,PR�NCIPE DE ASTURIAS
182006,STELLA MARIS
181845,TUCUTUCU SINGER BASKET
182829,VALDELUZ 2017 MASC
181337,YERMO 4
182416,CD BASE
181893,GSD LAS SUERTES 
182631,AMIDECU 14 ALEV JU
180786,C.D.E PARQUE PRADOLONGO
182874,ATLETICO CHIBOI D
182562,BREATHESPORT (ANTONIO)
183274,CDE FC INCLUSIVE MENENDEZ PELAYO
183268,CDE FC INCLUSIVE MENENDEZ PELAYO
183862,"CHAMART�N FC ""G"""
182535,KIKITOS C
183987,CANAL CF
182930,"CHAMARTIN FC ""F"""
182902,"CHAMART�N FC ""E"""
183250,FUTSAFA CDE
181369,EDM F.F. OCHOA B
182984,KIKITOS
181168,ALDEAFUENTE C
180599,DINAMICA B
181489,LA TORRE DE HORTALEZA BLANCO
181006,FEFC SANTA CATALINA B
180555,VALDEBEBAS GSD ALEV�N FEMENINO
181064,GREENWICH ALEVIN FEM
180920,MONTESSORI
182284,CD BASE
181334,GREENWICH ALEVIN MASCULINO
181652,PABLO PICASSO
182617,EDM F.F. OCHOA B
183135,"C.D. FORUS ""A"""
182867,ATLETICO CHIBOI A
182676,EDM F.F. OCHOA C
182582,EDM F.F OCHOA A
182863,CLUB SALESIANOS SAN MIGUEL ARCANGEL
183726,MOVISTAR ESTUDIANTES EIJO GARAY
182657,MOVISTAR ESTUDIANTES SANTA MAR�A DE LA HISPANIDAD
184103,TAJAMAR
180589,GAUDEM 2014
181939,CORTES DE C�DIZ 6� BLANCO
181540,KCS LA MORALEJA SPORTS CLUB
180733,MONTESSORI
180553,VALDEBEBAS  GSD BENJAM�N FEMENINO
180553, VALDEBEBAS  GSD BENJAM�N FEMENINO
181276,ESTUDIANTES INTERNATIONAL SCHOOL
181258,CORTES DE C�DIZ 2�
180550,VALDEBEBAS GSD PREBENJAM�N C
184144,PADRE MANYANET 
182777,EDM F.F OCHOA A
182736,EDM F.F. OCHOA B
182597,AMIDECU BENJ
182700,EDM F.F OCHOA A
182509,EDM F.F. OCHOA D
183812,CDE FC AURUM MADRID
184060,EDM F.F.OCHOA �B�
179783,BUEN LOLLITO FC
182802,BREATHESPORT (JHONY)
180970,C.D.E EDITH STEIN
184235,CEIP NUESTRA SE�ORA DE LA CONCEPCION A
184236,CEIP NUESTRA SE�ORA DE LA CONCEPCION B
184237,CEIP ORTEGA Y GASSET
184222,CEIP PASAMONTE
184224,CEIP VIRGEN DEL CORTIJO
184213,CEIP SAINZ DE VICU�A
184214,CEIP EDUARDO ROJO
184233,CEIP EEUU DE AMERICA
184215,CEIP FERN�NDEZ DE MORAT�N
184219,CEIP REP�BLICA DE VENEZUELA B
184220,CEIP REP�BLICA DE VENEZUELA C
184238,CEIP MESONEROS ROMANOS
181009,LA TORRE DE HORTALEZA AZUL
180603,DINAMICA A
180605,DINAMICA C
182295,FEFC SANTA CATALINA
180845,EVEREST CADETE
180658,FOMENTO LAS TABLAS
180601,DINAMICA A
180777,LA TORRE DE HORTALEZA
180602,DINAMICA B
182298,MOVISTAR ESTUDIANTES BLANCA FERNANDEZ OCHOA
182014,ALDOVEA
181035,MV
180608,DINAMICA B
182428,C.D. DOSA
180607,DINAMICA A
180968,FOMENTO LAS TABLAS
181759,S SACRAMENTO
177659,HASLEM
180578,SAN PEDRO B
181235,FEFC SANTA CATALINA
180739,ALDEAFUENTE B
182320,KCS LA MORALEJA SPORTS CLUB
181235,FEFC SANTA CATALINA 
182689,COLEGIO REGGIO
182283,C.D. DOSA
181191,MONTESSORI
182703,COLEGIO REGGIO
183331,PABLO PICASSO
181511,FEFC SANTA CATALINA
181809,MOVISTAR ESTUDIANTES ALFREDO DI STEFANO AZUL
180763,CD LAS ROSAS
180945,ALDEAFUENTE
180604,DINAMICA B
177894,DINAMICA HORTALEZA
178391,ALENTUM CHAVALES
178147,BATUSIS
179174,SIXTYNINERS
178166,HIDALGOS
178289,LA TORRE DE HORTALEZA
177787,RODABALLOCAMPEON CB
177970,OSOS AMOROSOS
177885,PANDATHINAIKOS
178097,PIOVETHINAIKOS 
178418,ORANGU-TANG CLAN
178967,SANTA CATALINA
184070,MARAVILLAS AZUL
184073,MARAVILLAS VERDE
184080,MARAVILLAS NEGRO
182648,SACOCHAMARTIN
181470,C.D.E. LAS TABLAS VALVERDE A
181214,VALDELUZ C
181647,C.D.E. LAS TABLAS VALVERDE B
181800,C.D.E. LAS TABLAS VALVERDE C
180709,HIGLANDS EL ENCINAR
182216,NAVYTEC A
180740,VALDELUZ A
181024,VALDELUZ B
184067,CFS EUROSIRIS
181126,AMPA CARIDAD DEL COBRE
182448,ARTURO SORIA
182450,ADC JOYFE 'B'
182662,AD ESCUDER
182953,COLEGIO SANTO �NGEL ARENALES 
182476,ADC JOYFE 'A'
182651,AD ESCUDER
182394,ADC JOYFE
181475,AMPA CARIDAD DEL COBRE
182907,SANTO �NGEL ARENALES
182400,ARTURO SORIA 'VERDE'
182341,IES AVENIDA DE LOS TOREROS
183099,CASA DE LA VIRGEN
181384,CD.MADRID FSM
182989,ATHLETIC FUTSAL
182828,COLEGIO MIRASIERRA
183002,ATHLETIC FUTSAL
181108,OLIVO FC
180899,CHELONIOS
184121,ADC SANFERMIN
182201,COIN
183544,IES FRANCISCO DE GOYA
183289,IES CONDE DE ORGAZ
181494,HASTINGS SCHOOL
182521,CD DOSA 'A'
183493,ICS
180443,COMANDO 27
180442,CFS EUROSIRIS
180441,CDE AMET
180444,F�TBOL CHAMPAGNE
180445,INTERNATIONAL EUROPEAN UNIVERSITY
180446,LUIS VIVES
180450,PIRATAIXOS F.S.
180451,RAT�T� FC
180449,PALESTRA
180712,AMPA CARIDAD DEL COBRE
180437,SUPERCOLEGAS DEL INFIERNO
180438,TROPA GOOFY
180434,KRIPTOS TABERNA DE LA QUINA
180430,C.B. UCEDA
180431,CAMULODUNUM
180432,FULGOR
180433,HARAMBENTAS C. B.
180429,BATACAZO
180436,RIF
180428,AL TUNTUN
180435,LADY ZIERBOS
180425,PACHANGAS CB
180426,REBOLLEDO
180423,NEW TOWN LOBSTERS
180427,SP�NOLA CHAMART�N
180424,NO GRAVITY
180418,BARCELONGOS
180422,MONSTARS
180421,LOS STONES
180420,LLUCH
180419,L.A. PROSPE
180417,BAMIGUETES
179808,ROTULOS SOPUEX
177589,FEFC SANTA CATALINA
179646,LOS LEONES DE MONTEPINAR
182941,HISPANO-PROSPERIDAD A
183402,SANRA
182946,HISPANO-PROSPERIDAD A
184181,BEATRIZ GALINDO
179045,CATAS JUNIORS
179285,DIABLOS COJOS
178011,GRILLIS
179277,KOMODO FC
178216,LICEO SPORT
178966,LOS MERCENARIOS FS
178981,OLD GLORIES F.S.
178709,RCD LA RECOMPENSA
179397,OMICROM
177610,ONLYSALAFANS
177918,RACIN' REVITAL�N
180192,R.C.J. FC
177864,LOS NIKIS
179043,CHAMBER� 03
180598,DINAMICA A MASC
180941,ALDEAFUENTE A
181338,LA TORRE DE HORTALEZA AZUL
182135,ASUNCI�N RINC�N ROJO
181728,COLEGIO ESPIRITU SANTO
182684,STA. ISABEL-ASUNCI�N A
182959,CEIP JOSE DE ECHEGARAY ART&MA�AS
182608,CLUB DEPORTIVO NSA
183619,CRONO CARMEN LAFORET
183620,CRONO WINSTON CHURCHILL
182693,STA. ISABEL-ASUNCI�N B
183668,LA MILAGROSA
183807,SAN JOSE ANA MOGAS
182591,CLUB AGUIRRE
182943,"CHAMARTIN FC ""B"""
182903,A.D. MADRID SUR D
182891,A.D. MADRID SUR C
183321,PIRATAS DE MORATALAZ 
182506,"ESCUELA MUNICIPAL ""WILFRED"""
181241,C.D. DOSA
182675,SPARTA FC
182938,"CHAMART�N FC ""A"""
182560,STELLA MARIS
182783,A.D. MADRID SUR C
182099,C.D.E. ATHLETIC JUNIOR
183028,"CHAMARTIN FC ""H"""
182157,SPARTA FC
183319,CDE PIRATAS DE MORATALAZ INFANTIL B
183424,CDE PIRATAS DE MORATALAZ INFANTIL A
182477,"ESCUELA MUNICIPAL ""WILFRED"""
182997,"CHAMARTIN FC ""D"""
178846,REAL SUCIEDAD
178556,ELIPA VIEJAS GLORIAS
179022,ASTRA PLOSCA MADRID
178378,C.D.E. INTERVIAS
177569,VIEJA ESCUELA
179075,JOGO BONITO FC
179193,JUVE FONTARR�N
178619,PIRATAS DEL PAC�FICO
178980,PITUTIS
178711,RAYA VALLEKANA FC
178139,PAYOS RANGERS
178132,SD PARROQUINHA
177984,LA ESTACA
178606,CAGA BOYS FC
178386,U.D. RECOMPENSA HOG RIDERS
178927,DELIRANTES DEL DRIBBLING
177686,JAM�N DEL OESTE
178305,ROCANOSTRA
177727,PATERA CLASSIC
177960,RAYO DEHESA
178341,ADYDES
